userid,user_profile_description,follower_count,following_count,account_creation_date,account_language,ratio_follower_to_following,descr_len,days_since_creation,avg_tweet_len,avg_hashtag_num,avg_hashtag_char_num,avg_mentions_num,avg_urls_num,tweet_url_ratio,retweet_rate,retweet_url_rate,tweet_std,avg_tweets_per_day
490877761,,0, 0,13/02/2012,en, 0,0,2514, 38.0,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,1.0
490877815,,3, 0,13/02/2012,en, 0,0,2514, 107.92208,0.51948,8.7, 0.8961,0.78571,0.74026, 0.90909,0.64935,0.33265,1.10791
490885538,,0, 0,13/02/2012,en, 0,0,2514, 119.26923,1.88462,7.53061, 0.0,0.0,0.0, 0.0,0.0,2.92575,5.2
490889674,,6, 19,13/02/2012,en, 0.31579,0,2514, 60.52941,0.23529,8.0, 0.23529,0.0,0.0, 0.05882,0.0,0.41033,1.21429
490891430,Ingeniero Industrial,79, 241,13/02/2012,en, 0.3278,20,2514, 62.05556,0.11111,10.85, 0.30556,0.07222,0.07222, 0.26667,0.01667,1.33417,1.8
490894700,,0, 4,13/02/2012,en, 0.0,0,2514, 34.0,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,1.0
490896405,,31, 92,13/02/2012,en, 0.33696,0,2514, 68.37037,0.17778,7.95833, 0.81481,0.15556,0.15556, 0.08889,0.02222,1.94402,2.59615
490909412,,4, 18,13/02/2012,en, 0.22222,0,2514, 53.0,0.0,0, 1.0,1.0,1.0, 0.0,0.0,0.0,1.0
490914037,,9, 24,13/02/2012,en, 0.375,0,2514, 32.0,0.0,0, 1.0,0.0,0.0, 0.0,0.0,0.0,1.0
490919887,F1 RED BULL RACING TEAM,0, 22,13/02/2012,en, 0.0,23,2514, 28.66667,0.0,0, 0.5,0.16667,0.16667, 0.0,0.0,0.0,1.0
490934548,,1, 10,13/02/2012,en, 0.1,0,2514, 39.0,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,1.0
490936902,,15, 111,13/02/2012,en, 0.13514,0,2514, 95.5,0.125,8.33333, 0.66667,0.54167,0.54167, 0.45833,0.29167,0.91129,1.41176
490944588,,32, 58,13/02/2012,en, 0.55172,0,2514, 50.5,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,2.0
490952710,,11, 27,13/02/2012,en, 0.40741,0,2514, 35.0,0.0,0, 0.5,0.0,0.0, 0.0,0.0,0.0,1.0
490968591,,0, 16,13/02/2012,en, 0.0,0,2514, 76.0,0.0,0, 0.66667,0.0,0.0, 0.0,0.0,0.5,1.5
490980068,,2, 31,13/02/2012,en, 0.06452,0,2514, 106.72727,0.0,0, 0.63636,0.0,0.0, 0.0,0.0,1.46969,2.2
490994718,,0, 0,13/02/2012,en, 0,0,2514, 89.75,0.0,0, 0.0,0.5,0.5, 0.0,0.0,0.0,1.0
491002327,,42, 312,13/02/2012,en, 0.13462,0,2514, 108.75862,0.05172,9.0, 1.48276,0.62069,0.62069, 0.03448,0.01724,0.62613,1.23404
491012649,,10, 24,13/02/2012,en, 0.41667,0,2514, 62.89474,0.21053,10.5, 0.73684,0.0,0.0, 0.0,0.0,0.86201,1.58333
491014631,,1, 3,13/02/2012,en, 0.33333,0,2514, 57.44444,0.0,0, 0.77778,0.0,0.0, 0.22222,0.0,0.5,1.5
491014847,,0, 4,13/02/2012,en, 0.0,0,2514, 28.5,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,2.0
491023575,,3, 0,13/02/2012,en, 0,0,2514, 21.0,0.0,0, 1.0,0.0,0.0, 0.0,0.0,0.0,1.0
491024416,I am Jean Q. Aristil. I am a lyricist dancer and a Christian. I am all about living life to the fullest no matter what may come my way.,369, 0,13/02/2012,en, 0,137,2514, 98.76301,0.12139,9.47619, 0.57803,0.0,0.0, 0.53179,0.0,13.33235,13.30769
491024641,,2, 63,13/02/2012,en, 0.03175,0,2514, 38.8,0.2,9.0, 0.4,0.2,0.2, 0.2,0.2,0.94281,1.66667
491026465,,0, 0,13/02/2012,en, 0,0,2514, 1.0,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,1.0
491030718,,0, 14,13/02/2012,en, 0.0,0,2514, 103.0,0.0,0, 1.0,0.0,0.0, 1.0,0.0,0.0,1.0
491031131,A husband father A Certified Public Accountant Auditor a social democrat & an Aspirant for Makueni County Gubernatorial seat.,13, 25,13/02/2012,en, 0.52,129,2514, 103.04167,0.16667,10.75, 1.625,0.45833,0.45833, 0.20833,0.04167,1.41421,2.0
491036501,,6, 0,13/02/2012,en, 0,0,2514, 73.33333,0.0,0, 0.33333,0.0,0.0, 0.0,0.0,0.5,1.5
491059091,Yaa Allah ridhoilah apa yg kulakukan hanya u/ Mu....,52, 163,13/02/2012,en, 0.31902,53,2514, 62.07,0.015,8.66667, 1.28,0.065,0.065, 0.03,0.0,3.15474,2.8169
491066087,,2, 13,13/02/2012,en, 0.15385,0,2514, 14.0,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,1.0
491071464,Sarip_socceren.,39, 139,13/02/2012,en, 0.28058,15,2514, 59.38,0.035,5.0, 0.27,0.005,0.005, 0.005,0.0,1.65393,1.8018
491080341,,10, 163,13/02/2012,en, 0.06135,0,2514, 51.9,0.45,16.22222, 0.45,0.05,0.05, 0.15,0.0,0.69921,1.33333
491088726,,0, 4,13/02/2012,en, 0.0,0,2514, 126.0,0.0,0, 1.0,0.0,0.0, 1.0,0.0,0.0,1.0
491094437,money.power.respect,3, 0,13/02/2012,en, 0,19,2514, 34.0,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,1.0
491099391,,1, 0,13/02/2012,en, 0,0,2514, 95.475,0.0,0, 0.0,3.0,1.0, 0.0,0.0,85.81116,66.66667
491118922,,0, 0,13/02/2012,en, 0,0,2514, 54.0,0.0,0, 0.0,1.0,1.0, 0.0,0.0,0.0,2.0
491119010,,7, 3,13/02/2012,en, 2.33333,0,2514, 40.0,1.02381,9.30233, 0.11905,0.0,0.0, 0.04762,0.0,9.17878,10.5
491120397,,1, 6,13/02/2012,en, 0.16667,0,2514, 41.0,1.0,15.0, 0.0,0.0,0.0, 0.0,0.0,0.0,2.0
491131578,,2, 5,13/02/2012,en, 0.4,0,2514, 47.66667,0.0,0, 0.5,0.0,0.0, 0.0,0.0,0.5,1.5
491155112,,8, 19,13/02/2012,en, 0.42105,0,2514, 43.83333,0.0,0, 0.16667,0.5,0.5, 0.16667,0.0,1.0,3.0
491166340,ngefans banget sama cherrybellsama ezza gionino,10, 32,13/02/2012,en, 0.3125,48,2514, 59.18182,0.0,0, 0.90909,0.09091,0.09091, 0.27273,0.09091,2.04634,2.75
491179644,,5, 5,13/02/2012,en, 1.0,0,2514, 81.5,1.0,7.0, 1.0,0.5,0.5, 0.5,0.5,0.0,1.0
491183094,'never despair because playing the ball must not be discouraged',50, 266,13/02/2012,en, 0.18797,64,2514, 56.45161,0.0,0, 0.93548,0.06452,0.06452, 0.03226,0.0,1.40248,2.81818
491187560,,4, 11,13/02/2012,en, 0.36364,0,2514, 90.335,1.0,4.245, 0.0,1.0,1.0, 0.0,0.0,2.27418,3.125
491212671,,0, 0,13/02/2012,en, 0,0,2514, 62.0,0.0,0, 0.0,1.0,1.0, 0.0,0.0,0.0,1.0
491217534,,4, 14,13/02/2012,en, 0.28571,0,2514, 45.0,0.0,0, 0.5,0.5,0.5, 0.0,0.0,0.0,2.0
491236617,,4, 145,13/02/2012,en, 0.02759,0,2514, 39.16667,0.0,0, 0.5,0.0,0.0, 0.0,0.0,0.8165,2.0
491240621,Music isn't about find your play Music is about creating your play,71, 55,13/02/2012,en, 1.29091,67,2514, 45.63131,0.00505,4.0, 0.47475,0.00505,0.00505, 0.11616,0.0,4.43777,3.80769
491258105,,4, 27,13/02/2012,en, 0.14815,0,2514, 15.0,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,1.0
491259752,,0, 1,13/02/2012,en, 0.0,0,2514, 74.0,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,2.0
491275635,JAPANESE HIP HOP & BLACK MUSIC LOVE!!,13, 18,13/02/2012,en, 0.72222,37,2514, 38.47368,0.07895,5.33333, 0.28947,0.05263,0.05263, 0.07895,0.05263,2.12905,2.23529
491277680,,1, 5,13/02/2012,en, 0.2,0,2514, 11.0,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,1.0
491277958,봉오리 산골 남 중학생,0, 3,13/02/2012,en, 0.0,12,2514, 31.33333,0.33333,12.0, 0.33333,0.33333,0.33333, 0.0,0.0,0.5,1.5
491278419,,1, 6,13/02/2012,en, 0.16667,0,2514, 53.5,0.0,0, 0.83333,0.0,0.0, 0.0,0.0,0.86603,1.5
491288549,,34, 107,13/02/2012,en, 0.31776,0,2514, 27.4,0.0,0, 1.0,0.0,0.0, 0.0,0.0,1.5,2.5
491289460,,1, 1,13/02/2012,en, 1.0,0,2514, 29.28796,0.0,0, 0.04712,0.68586,0.68586, 0.0,0.0,2.38475,3.08065
491295397,,0, 20,13/02/2012,en, 0.0,0,2514, 22.0,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,1.0
491316287,Life is simple live freely,116, 308,13/02/2012,en, 0.37662,27,2514, 110.78736,0.05747,9.2, 0.78161,0.0,0.0, 0.77586,0.0,8.24354,5.27273
491316647,,4, 98,13/02/2012,en, 0.04082,0,2514, 101.4,0.05,4.0, 1.55,0.05,0.05, 0.35,0.05,2.59808,2.5
491318429,Sisma 20th | Manajemen UNUD '13 |Belive your self & say I can do it | fans of @chelseafc and Bigbang!!,121, 131,13/02/2012,en, 0.92366,102,2514, 91.145,1.14,10.95175, 0.12,0.975,0.975, 0.025,0.02,0.30854,1.0929
491356426,killing me inside,0, 6,13/02/2012,en, 0.0,17,2514, 45.45455,0.09091,8.0, 0.27273,0.27273,0.09091, 0.09091,0.0,1.06719,1.83333
491359551,,2, 3,13/02/2012,en, 0.66667,0,2514, 51.75,0.0,0, 0.5,1.0,1.0, 0.0,0.0,0.0,1.0
491363923,,10, 4,13/02/2012,en, 2.5,0,2514, 13.0,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,1.0
491398846,,0, 0,13/02/2012,en, 0,0,2514, 29.0,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,1.0
491399199,my first love,1, 14,13/02/2012,en, 0.07143,13,2514, 111.33333,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,3.0
491403539,,0, 0,13/02/2012,en, 0,0,2514, 46.04286,0.0,0, 0.0,1.0,1.0, 0.0,0.0,2.46221,8.75
491404162,,11, 8,13/02/2012,en, 1.375,0,2514, 49.53846,0.5,9.76923, 0.03846,0.0,0.0, 0.0,0.0,0.74059,1.36842
491404516,,20, 26,13/02/2012,en, 0.76923,0,2514, 77.26389,0.08333,12.33333, 1.09722,0.02778,0.02778, 0.0,0.0,2.2151,2.4
491421125,Godd Is Good N All Thee Timee Hee Is Good,38, 203,13/02/2012,en, 0.18719,41,2514, 75.64062,0.15625,7.1, 0.90625,0.0625,0.0625, 0.17188,0.0625,2.95334,5.33333
491422297,Untuk hidup tak harus mati,6, 12,13/02/2012,en, 0.5,26,2514, 57.23529,0.05882,11.0, 1.11765,0.05882,0.05882, 0.11765,0.0,1.62481,3.4
491428144,,27, 63,13/02/2012,en, 0.42857,0,2514, 29.26667,0.0,0, 0.06667,0.0,0.0, 0.0,0.0,1.80278,2.5
491436534,Specialize in IT/Cyber Security professional souring/recruiting! 20+ years of recruiting and 15 years as an IT professional. We perform confidential searches.,122, 187,13/02/2012,en, 0.65241,159,2514, 97.415,0.63,3.3254, 0.07,0.895,0.895, 0.0,0.0,0.84572,1.3986
491436755,,1, 2,13/02/2012,en, 0.5,0,2514, 12.5,0.0,0, 1.0,0.0,0.0, 0.0,0.0,0.0,1.0
491447785,pretty && pink!!.i stay in plane modenever camera nor stage shy!!&& @blacchyna_mia && I gotta love thing **NOT BlacChyna** follow for nothing but BlacChyna!,13, 2,13/02/2012,en, 6.5,160,2514, 45.66667,0.0,0, 0.33333,0.66667,0.66667, 0.0,0.0,0.0,3.0
491447876,Pin :22F72063 Estudiante de: licenciatura basica con enfasis en recreacion en deporte,9, 242,13/02/2012,en, 0.03719,93,2514, 76.20833,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.5099,1.2
491452844,,11, 11,13/02/2012,en, 1.0,0,2514, 48.0,0.0,0, 1.0,0.0,0.0, 1.0,0.0,0.0,1.0
491455112,,2, 0,13/02/2012,en, 0,0,2514, 94.54167,0.70833,8.76471, 1.45833,0.16667,0.16667, 0.95833,0.16667,1.09731,1.71429
491457027,Harus jdi yg lbh baek,3, 15,13/02/2012,en, 0.2,21,2514, 30.83333,0.0,0, 0.5,0.0,0.0, 0.0,0.0,0.4,1.2
491465000,,44, 98,13/02/2012,en, 0.44898,0,2514, 58.52252,0.0991,9.63636, 0.47748,0.15315,0.14414, 0.16216,0.05405,1.29034,1.91379
491468685,Great tips on how to garden in cold climates.,19, 5,13/02/2012,en, 3.8,45,2514, 90.0,0.0,0, 0.0,1.0,1.0, 0.0,0.0,0.0,1.0
491469802,,1, 32,13/02/2012,en, 0.03125,0,2514, 51.75,0.5,5.5, 0.5,0.0,0.0, 0.25,0.0,1.0,2.0
491490586,,0, 0,13/02/2012,en, 0,0,2514, 3.0,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,1.0
491499008,,37, 80,13/02/2012,en, 0.4625,0,2514, 88.0,0.32143,13.77778, 1.0,0.03571,0.03571, 0.07143,0.0,0.41247,1.21739
491501985,,5, 0,13/02/2012,en, 0,0,2514, 49.5,0.0,0, 0.5,1.0,1.0, 0.5,0.5,0.0,1.0
491504598,,0, 0,13/02/2012,en, 0,0,2514, 10.0,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,1.0
491506313,Worshipper of coffee & good beer hate pineapples.,873, 892,13/02/2012,en, 0.9787,50,2514, 79.42564,0.32821,9.85938, 1.17949,0.23077,0.23077, 0.1641,0.0,0.97694,1.57258
491510165,L'ordine è il piacere della ragione ma il disordine è la delizia dell'immaginazione,13, 81,13/02/2012,en, 0.16049,83,2514, 77.5,0.17647,18.0, 0.88235,0.11765,0.11765, 0.29412,0.0,1.2862,1.88889
491523605,يااااارب عفوك رضاك والجنه.. Riyadh. Saudi Arabia,63, 372,13/02/2012,en, 0.16935,49,2514, 91.47619,0.0,0, 0.0,0.0,0.0, 0.04762,0.0,9.5,10.5
491526102,,17, 33,13/02/2012,en, 0.51515,0,2514, 61.62791,0.13953,7.83333, 0.90698,0.04651,0.04651, 0.25581,0.0,1.03561,1.65385
491535830,cod bo やってる人絡んでください( ´∀｀),10, 10,13/02/2012,en, 1.0,25,2514, 22.2963,0.0,0, 0.92593,0.0,0.0, 0.0,0.0,0.69985,1.28571
491543789,,3, 1,13/02/2012,en, 3.0,0,2514, 47.0,0.0,0, 1.0,0.0,0.0, 1.0,0.0,0.0,1.0
491544859,Somos uma empresa de Consutoria e Assessoria em Comunicação do ES do Outdoor ao Video Profissional,207, 1287,13/02/2012,en, 0.16084,98,2514, 59.6,0.05,9.0, 0.25,0.2,0.2, 0.05,0.0,2.0,2.5
491560778,,13, 75,13/02/2012,en, 0.17333,0,2514, 76.0,0.0,0, 1.0,0.0,0.0, 1.0,0.0,0.0,1.0
491567776,,0, 11,13/02/2012,en, 0.0,0,2514, 90.83333,0.0,0, 0.9,0.06667,0.06667, 0.03333,0.0,1.55183,2.14286
491588783,,86, 134,13/02/2012,en, 0.64179,0,2514, 82.24227,0.10825,8.19048, 0.2732,0.02577,0.02577, 0.16495,0.0,6.84344,5.24324
491589162,,6, 12,13/02/2012,en, 0.5,0,2514, 23.0,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,1.0
491594189,,18, 51,13/02/2012,en, 0.35294,0,2514, 57.19355,0.0,0, 0.19355,0.64516,0.64516, 0.0,0.0,2.49734,2.38462
491594574,,7, 10,13/02/2012,en, 0.7,0,2514, 6.66667,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,3.0
491613955,Life isn't about waiting for the storm to pass but learning how to dance in the rain,52, 173,13/02/2012,en, 0.30058,85,2514, 76.6,0.62564,9.65574, 0.59487,0.04615,0.04615, 0.21026,0.03077,0.66495,1.33562
491625605,,0, 0,13/02/2012,en, 0,0,2514, 70.0,0.0,0, 0.0,1.0,1.0, 0.0,0.0,0.0,1.0
491633309,AMOROSOGENTE FINA E AMIGO♥,3, 0,13/02/2012,en, 0,27,2514, 54.0,0.0,0, 0.0,0.5,0.5, 0.0,0.0,0.0,2.0
491642145,,7, 67,13/02/2012,en, 0.10448,0,2514, 28.5,0.25,3.0, 0.25,0.0,0.0, 0.25,0.0,0.0,4.0
491642203,,0, 0,13/02/2012,en, 0,0,2514, 62.0,0.0,0, 0.0,1.0,1.0, 0.0,0.0,0.0,1.0
491642919,,0, 16,13/02/2012,en, 0.0,0,2514, 38.33333,0.41667,15.0, 0.25,0.0,0.0, 0.0,0.0,4.0,6.0
491656310,,37, 81,13/02/2012,en, 0.45679,0,2514, 87.48,0.808,13.9703, 1.576,0.056,0.056, 0.024,0.008,2.32647,1.98413
491661330,,2, 10,13/02/2012,en, 0.2,0,2514, 53.45455,0.0,0, 0.63636,0.18182,0.18182, 0.18182,0.09091,0.3,1.1
491662935,032,409, 328,13/02/2012,en, 1.24695,3,2514, 106.17949,0.12179,11.36842, 1.10897,0.14103,0.14103, 0.94231,0.12821,1.09206,1.4717
491667692,,1, 1,13/02/2012,en, 1.0,0,2514, 140.0,0.0,0, 2.0,0.0,0.0, 1.0,0.0,0.0,1.0
491667857,화랑도,0, 2,13/02/2012,en, 0.0,3,2514, 81.0,0.0,0, 0.0,1.0,1.0, 0.0,0.0,0.0,1.0
491671445,,0, 15,13/02/2012,en, 0.0,0,2514, 74.0,0.22222,14.5, 0.77778,0.11111,0.11111, 0.0,0.0,0.33072,1.125
491672919,,117, 344,13/02/2012,en, 0.34012,0,2514, 64.0201,0.07538,8.26667, 0.25628,0.0,0.0, 0.00503,0.0,1.26406,1.43165
491678225,,0, 4,13/02/2012,en, 0.0,0,2514, 78.0,0.0,0, 1.0,1.0,1.0, 0.0,0.0,0.0,1.0
491693570,,3, 11,13/02/2012,en, 0.27273,0,2514, 23.0,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,3.0
491700212,,7, 38,13/02/2012,en, 0.18421,0,2514, 36.0,0.0,0, 0.38462,0.0,0.0, 0.0,0.0,1.2,2.6
491708426,Follow Me and Mention Me ill Follow Back Str8 Like that,258, 270,13/02/2012,en, 0.95556,56,2514, 65.42857,0.04082,9.25, 0.06633,0.0,0.0, 0.07653,0.0,9.3856,6.32258
491710680,,0, 7,13/02/2012,en, 0.0,0,2514, 81.0,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.0,1.0
491715361,,67, 194,13/02/2012,en, 0.34536,0,2514, 105.52273,0.0,0, 0.27273,0.40909,0.40909, 0.29545,0.11364,3.09047,3.14286
491716522,Normal 14 year old. Don't like me? Cool. Cullman Alabama Snapchat: @paigeguthery IG: @paige_mckenzie99,49, 52,13/02/2012,en, 0.94231,103,2514, 74.23737,0.12626,9.64, 0.75758,0.12626,0.12626, 0.09596,0.0,13.96304,3.88235
491717421,,1, 30,13/02/2012,en, 0.03333,0,2514, 34.0,0.0,0, 0.0,0.0,0.0, 0.0,0.0,1.0,2.0
491724394,新潟住み。心は浮世離れ気味。,0, 2,13/02/2012,en, 0.0,14,2514, 29.6,0.0,0, 0.0,0.0,0.0, 0.0,0.0,0.5,2.5
